filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,39,"{""name"":""rect"",""x"":1204,""y"":1507,""width"":35,""height"":38}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,40,"{""name"":""rect"",""x"":171,""y"":1926,""width"":28,""height"":41}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,41,"{""name"":""rect"",""x"":165,""y"":2075,""width"":33,""height"":43}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,42,"{""name"":""rect"",""x"":169,""y"":2226,""width"":48,""height"":24}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,43,"{""name"":""rect"",""x"":378,""y"":1914,""width"":45,""height"":49}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,44,"{""name"":""rect"",""x"":388,""y"":2057,""width"":35,""height"":24}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,45,"{""name"":""rect"",""x"":394,""y"":2214,""width"":32,""height"":37}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,46,"{""name"":""rect"",""x"":612,""y"":1915,""width"":42,""height"":30}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,47,"{""name"":""rect"",""x"":589,""y"":2073,""width"":51,""height"":34}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,48,"{""name"":""rect"",""x"":611,""y"":2236,""width"":24,""height"":35}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,49,"{""name"":""rect"",""x"":808,""y"":1930,""width"":53,""height"":40}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,50,"{""name"":""rect"",""x"":810,""y"":2106,""width"":56,""height"":22}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,51,"{""name"":""rect"",""x"":823,""y"":2249,""width"":45,""height"":29}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,52,"{""name"":""rect"",""x"":1018,""y"":1938,""width"":42,""height"":24}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,53,"{""name"":""rect"",""x"":1026,""y"":2096,""width"":37,""height"":22}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,54,"{""name"":""rect"",""x"":1045,""y"":2267,""width"":32,""height"":34}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,55,"{""name"":""rect"",""x"":1219,""y"":1953,""width"":30,""height"":48}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,56,"{""name"":""rect"",""x"":1199,""y"":2245,""width"":58,""height"":27}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,57,"{""name"":""rect"",""x"":1218,""y"":2080,""width"":34,""height"":43}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,58,"{""name"":""rect"",""x"":1732,""y"":284,""width"":91,""height"":79}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,59,"{""name"":""rect"",""x"":1974,""y"":289,""width"":106,""height"":91}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,60,"{""name"":""rect"",""x"":2238,""y"":270,""width"":97,""height"":77}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,61,"{""name"":""rect"",""x"":2491,""y"":274,""width"":97,""height"":98}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,62,"{""name"":""rect"",""x"":2494,""y"":513,""width"":91,""height"":91}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,63,"{""name"":""rect"",""x"":2242,""y"":514,""width"":128,""height"":76}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,64,"{""name"":""rect"",""x"":1978,""y"":517,""width"":89,""height"":100}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,65,"{""name"":""rect"",""x"":1709,""y"":483,""width"":114,""height"":94}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,66,"{""name"":""rect"",""x"":1453,""y"":503,""width"":79,""height"":76}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,67,"{""name"":""rect"",""x"":1462,""y"":270,""width"":110,""height"":91}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,68,"{""name"":""rect"",""x"":2493,""y"":816,""width"":45,""height"":325}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,69,"{""name"":""rect"",""x"":2296,""y"":822,""width"":49,""height"":349}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,70,"{""name"":""rect"",""x"":2089,""y"":774,""width"":53,""height"":393}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,71,"{""name"":""rect"",""x"":1885,""y"":819,""width"":50,""height"":301}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,72,"{""name"":""rect"",""x"":1677,""y"":850,""width"":46,""height"":285}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,73,"{""name"":""rect"",""x"":1459,""y"":767,""width"":58,""height"":416}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,74,"{""name"":""rect"",""x"":1427,""y"":1461,""width"":41,""height"":184}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,75,"{""name"":""rect"",""x"":1574,""y"":1408,""width"":47,""height"":280}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,76,"{""name"":""rect"",""x"":1750,""y"":1417,""width"":40,""height"":275}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,77,"{""name"":""rect"",""x"":1918,""y"":1415,""width"":43,""height"":243}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,78,"{""name"":""rect"",""x"":2085,""y"":1438,""width"":43,""height"":199}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,79,"{""name"":""rect"",""x"":2236,""y"":1438,""width"":41,""height"":227}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,80,"{""name"":""rect"",""x"":2375,""y"":1449,""width"":48,""height"":200}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,81,"{""name"":""rect"",""x"":2555,""y"":1445,""width"":46,""height"":207}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,82,"{""name"":""rect"",""x"":1445,""y"":1941,""width"":40,""height"":109}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,83,"{""name"":""rect"",""x"":1623,""y"":1936,""width"":54,""height"":104}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,84,"{""name"":""rect"",""x"":1795,""y"":1921,""width"":46,""height"":128}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,85,"{""name"":""rect"",""x"":2028,""y"":1924,""width"":59,""height"":100}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,86,"{""name"":""rect"",""x"":2243,""y"":1917,""width"":42,""height"":144}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,87,"{""name"":""rect"",""x"":2458,""y"":1926,""width"":53,""height"":100}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,88,"{""name"":""rect"",""x"":2481,""y"":2155,""width"":39,""height"":106}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,89,"{""name"":""rect"",""x"":2277,""y"":2172,""width"":61,""height"":109}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,90,"{""name"":""rect"",""x"":2032,""y"":2168,""width"":50,""height"":102}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,91,"{""name"":""rect"",""x"":1821,""y"":2161,""width"":53,""height"":144}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,92,"{""name"":""rect"",""x"":1625,""y"":2166,""width"":39,""height"":126}","{""Chip Type"":""Accepted""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,93,"{""name"":""rect"",""x"":2769,""y"":281,""width"":111,""height"":83}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,94,"{""name"":""rect"",""x"":3013,""y"":300,""width"":77,""height"":108}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,95,"{""name"":""rect"",""x"":3199,""y"":288,""width"":70,""height"":100}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,96,"{""name"":""rect"",""x"":3403,""y"":313,""width"":106,""height"":71}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,97,"{""name"":""rect"",""x"":3621,""y"":268,""width"":89,""height"":123}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,98,"{""name"":""rect"",""x"":3826,""y"":298,""width"":67,""height"":59}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,99,"{""name"":""rect"",""x"":2784,""y"":509,""width"":121,""height"":94}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,100,"{""name"":""rect"",""x"":3011,""y"":499,""width"":80,""height"":90}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,101,"{""name"":""rect"",""x"":3172,""y"":516,""width"":114,""height"":90}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,102,"{""name"":""rect"",""x"":3400,""y"":519,""width"":80,""height"":60}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,103,"{""name"":""rect"",""x"":3634,""y"":472,""width"":80,""height"":114}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,104,"{""name"":""rect"",""x"":3805,""y"":479,""width"":124,""height"":97}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,105,"{""name"":""rect"",""x"":2787,""y"":841,""width"":70,""height"":64}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,106,"{""name"":""rect"",""x"":2967,""y"":839,""width"":47,""height"":73}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,107,"{""name"":""rect"",""x"":3154,""y"":858,""width"":54,""height"":67}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,108,"{""name"":""rect"",""x"":3347,""y"":845,""width"":47,""height"":64}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,109,"{""name"":""rect"",""x"":3520,""y"":845,""width"":92,""height"":64}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,110,"{""name"":""rect"",""x"":3731,""y"":852,""width"":77,""height"":84}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,111,"{""name"":""rect"",""x"":2782,""y"":1040,""width"":62,""height"":86}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,112,"{""name"":""rect"",""x"":2978,""y"":1062,""width"":34,""height"":58}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,113,"{""name"":""rect"",""x"":3151,""y"":1060,""width"":56,""height"":71}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,114,"{""name"":""rect"",""x"":3334,""y"":1062,""width"":54,""height"":54}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,115,"{""name"":""rect"",""x"":3525,""y"":1034,""width"":77,""height"":86}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,116,"{""name"":""rect"",""x"":3765,""y"":1064,""width"":64,""height"":51}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,117,"{""name"":""rect"",""x"":2766,""y"":1384,""width"":63,""height"":58}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,118,"{""name"":""rect"",""x"":2942,""y"":1364,""width"":86,""height"":78}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,119,"{""name"":""rect"",""x"":3117,""y"":1379,""width"":69,""height"":89}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,120,"{""name"":""rect"",""x"":3287,""y"":1382,""width"":63,""height"":63}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,121,"{""name"":""rect"",""x"":3448,""y"":1382,""width"":86,""height"":58}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,122,"{""name"":""rect"",""x"":3644,""y"":1379,""width"":69,""height"":49}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,123,"{""name"":""rect"",""x"":3788,""y"":1370,""width"":89,""height"":60}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,124,"{""name"":""rect"",""x"":2765,""y"":1579,""width"":77,""height"":75}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,125,"{""name"":""rect"",""x"":2917,""y"":1585,""width"":61,""height"":69}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,126,"{""name"":""rect"",""x"":3110,""y"":1572,""width"":81,""height"":79}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,127,"{""name"":""rect"",""x"":3308,""y"":1575,""width"":63,""height"":69}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,128,"{""name"":""rect"",""x"":3463,""y"":1579,""width"":90,""height"":65}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,129,"{""name"":""rect"",""x"":3634,""y"":1583,""width"":73,""height"":46}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,130,"{""name"":""rect"",""x"":3782,""y"":1577,""width"":90,""height"":67}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,131,"{""name"":""rect"",""x"":2786,""y"":1948,""width"":65,""height"":92}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,132,"{""name"":""rect"",""x"":2990,""y"":1955,""width"":94,""height"":73}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,133,"{""name"":""rect"",""x"":2754,""y"":2163,""width"":115,""height"":96}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,134,"{""name"":""rect"",""x"":2980,""y"":2159,""width"":94,""height"":90}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,135,"{""name"":""rect"",""x"":3197,""y"":2163,""width"":96,""height"":71}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,136,"{""name"":""rect"",""x"":3193,""y"":1950,""width"":92,""height"":58}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,137,"{""name"":""rect"",""x"":3410,""y"":2220,""width"":58,""height"":58}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,138,"{""name"":""rect"",""x"":3419,""y"":2072,""width"":75,""height"":58}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,139,"{""name"":""rect"",""x"":3414,""y"":1928,""width"":72,""height"":58}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,140,"{""name"":""rect"",""x"":3578,""y"":1920,""width"":89,""height"":98}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,141,"{""name"":""rect"",""x"":3598,""y"":2159,""width"":52,""height"":69}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,142,"{""name"":""rect"",""x"":3788,""y"":1928,""width"":72,""height"":58}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss1672 210929.JPG,2414780,{},144,143,"{""name"":""rect"",""x"":3771,""y"":2136,""width"":106,""height"":78}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,0,"{""name"":""rect"",""x"":148,""y"":300,""width"":141,""height"":290}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,1,"{""name"":""rect"",""x"":329,""y"":316,""width"":114,""height"":229}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,2,"{""name"":""rect"",""x"":611,""y"":375,""width"":117,""height"":134}","{""Chip Type"":""Optimal""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,3,"{""name"":""rect"",""x"":872,""y"":265,""width"":124,""height"":270}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,4,"{""name"":""rect"",""x"":1082,""y"":339,""width"":118,""height"":230}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,5,"{""name"":""rect"",""x"":1619,""y"":312,""width"":846,""height"":142}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,6,"{""name"":""rect"",""x"":2797,""y"":316,""width"":222,""height"":210}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,7,"{""name"":""rect"",""x"":3139,""y"":331,""width"":218,""height"":222}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,8,"{""name"":""rect"",""x"":3452,""y"":297,""width"":262,""height"":293}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,9,"{""name"":""rect"",""x"":3826,""y"":336,""width"":153,""height"":173}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,10,"{""name"":""rect"",""x"":3757,""y"":838,""width"":113,""height"":131}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,11,"{""name"":""rect"",""x"":3795,""y"":1028,""width"":95,""height"":83}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,12,"{""name"":""rect"",""x"":3490,""y"":855,""width"":109,""height"":89}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,13,"{""name"":""rect"",""x"":3466,""y"":1052,""width"":84,""height"":69}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,14,"{""name"":""rect"",""x"":3146,""y"":840,""width"":168,""height"":122}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,15,"{""name"":""rect"",""x"":3147,""y"":1039,""width"":118,""height"":115}","{""Chip Type"":""Unaccepted""}"
A1 Gronkropp ss2348 210927.png,23258744,{},97,16,"{""name"":""rect"",""x"":2832,""y"":838,""width"":115,""height"":123}","{""Chip Type"":""Unaccepted""}"
